lat,lng,temperature
42.25,-92.75,-1.33
42.25,-92.25,-1.23
42.25,-91.75,-1.17
42.25,-91.25,-1.1
42.25,-90.75,-0.75
42.25,-90.25,-0.44
42.75,-99.75,0.09
42.75,-99.25,-0.07
42.75,-98.75,-0.11
42.75,-98.25,-0.4
42.75,-97.75,-0.8
42.75,-97.25,-1.11
42.75,-96.75,-1.31
42.75,-96.25,-1.54
42.75,-95.75,-1.72
42.75,-95.25,-1.8
42.75,-94.75,-1.82
42.75,-94.25,-1.85
42.75,-93.75,-2.04
42.75,-93.25,-2.11
42.75,-92.75,-2.05
42.75,-92.25,-2.03
42.75,-91.75,-2.0
42.75,-91.25,-1.75
42.75,-90.75,-1.39
42.75,-90.25,-1.08
43.25,-99.75,-0.14
43.25,-99.25,-0.42
43.25,-98.75,-0.64
43.25,-98.25,-0.97
43.25,-97.75,-1.41
43.25,-97.25,-1.81
43.25,-96.75,-2.1
43.25,-96.25,-2.31
43.25,-95.75,-2.4
43.25,-95.25,-2.44
43.25,-94.75,-2.44
43.25,-94.25,-2.47
43.25,-93.75,-2.67
43.25,-93.25,-2.7
43.25,-92.75,-2.64
43.25,-92.25,-2.54
43.25,-91.75,-2.33
43.25,-91.25,-1.92
43.25,-90.75,-1.74
43.25,-90.25,-1.48
43.75,-99.75,-0.36
43.75,-99.25,-0.84
43.75,-98.75,-1.31
43.75,-98.25,-1.62
43.75,-97.75,-2.21
43.75,-97.25,-2.67
43.75,-96.75,-2.88
43.75,-96.25,-2.97
43.75,-95.75,-3.04
43.75,-95.25,-3.01
43.75,-94.75,-2.92
43.75,-94.25,-2.86
43.75,-93.75,-2.99
43.75,-93.25,-3.05
43.75,-92.75,-2.96
43.75,-92.25,-2.72
43.75,-91.75,-2.38
43.75,-91.25,-2.02
43.75,-90.75,-2.06
43.75,-90.25,-1.88
44.25,-99.75,-0.98
44.25,-99.25,-1.55
44.25,-98.75,-1.84
44.25,-98.25,-2.19
44.25,-97.75,-2.82
44.25,-97.25,-3.25
44.25,-96.75,-3.38
44.25,-96.25,-3.44
44.25,-95.75,-3.32
44.25,-95.25,-3.21
44.25,-94.75,-3.09
44.25,-94.25,-3.0
44.25,-93.75,-3.01
44.25,-93.25,-3.05
44.25,-92.75,-2.93
44.25,-92.25,-2.75
44.25,-91.75,-2.59
44.25,-91.25,-2.52
44.25,-90.75,-2.55
44.25,-90.25,-2.46
44.75,-99.75,-1.7
44.75,-99.25,-2.12
44.75,-98.75,-2.12
44.75,-98.25,-2.58
44.75,-97.75,-3.25
44.75,-97.25,-3.64
44.75,-96.75,-3.61
44.75,-96.25,-3.39
44.75,-95.75,-3.3
44.75,-95.25,-3.32
44.75,-94.75,-3.3
44.75,-94.25,-3.23
44.75,-93.75,-3.17
44.75,-93.25,-3.12
44.75,-92.75,-3.13
44.75,-92.25,-3.13
44.75,-91.75,-3.12
44.75,-91.25,-3.13
44.75,-90.75,-3.27
44.75,-90.25,-3.3
45.25,-99.75,-2.28
45.25,-99.25,-2.48
45.25,-98.75,-2.35
45.25,-98.25,-2.75
45.25,-97.75,-3.51
45.25,-97.25,-3.81
45.25,-96.75,-3.52
45.25,-96.25,-3.24
45.25,-95.75,-3.47
45.25,-95.25,-3.7
45.25,-94.75,-3.77
45.25,-94.25,-3.68
45.25,-93.75,-3.6
45.25,-93.25,-3.57
45.25,-92.75,-3.69
45.25,-92.25,-3.81
45.25,-91.75,-3.84
45.25,-91.25,-3.78
45.25,-90.75,-4.0
45.25,-90.25,-4.15
45.75,-99.75,-2.79
45.75,-99.25,-2.97
45.75,-98.75,-2.73
45.75,-98.25,-2.89
45.75,-97.75,-3.31
45.75,-97.25,-3.38
45.75,-96.75,-3.15
45.75,-96.25,-3.31
45.75,-95.75,-3.91
45.75,-95.25,-4.24
45.75,-94.75,-4.34
45.75,-94.25,-4.31
45.75,-93.75,-4.33
45.75,-93.25,-4.3
45.75,-92.75,-4.27
45.75,-92.25,-4.32
45.75,-91.75,-4.47
45.75,-91.25,-4.62
45.75,-90.75,-4.82
45.75,-90.25,-4.94
46.25,-99.75,-3.11
46.25,-99.25,-3.28
46.25,-98.75,-3.03
46.25,-98.25,-3.0
46.25,-97.75,-2.88
46.25,-97.25,-2.77
46.25,-96.75,-2.92
46.25,-96.25,-3.69
46.25,-95.75,-4.38
46.25,-95.25,-4.71
46.25,-94.75,-4.85
46.25,-94.25,-4.94
46.25,-93.75,-5.04
46.25,-93.25,-5.0
46.25,-92.75,-4.82
46.25,-92.25,-4.65
46.25,-91.75,-4.63
46.25,-91.25,-4.84
46.25,-90.75,-4.87
46.25,-90.25,-5.04
46.75,-99.75,-3.08
46.75,-99.25,-3.18
46.75,-98.75,-3.09
46.75,-98.25,-2.98
46.75,-97.75,-2.71
46.75,-97.25,-2.69
46.75,-96.75,-3.15
46.75,-96.25,-4.22
46.75,-95.75,-4.89
46.75,-95.25,-5.19
46.75,-94.75,-5.35
46.75,-94.25,-5.5
46.75,-93.75,-5.67
46.75,-93.25,-5.65
46.75,-92.75,-5.53
46.75,-92.25,-5.19
46.75,-91.75,-4.63
46.75,-91.25,-4.02
46.75,-90.75,-3.94
46.75,-90.25,-4.06
47.25,-99.75,-2.98
47.25,-99.25,-3.04
47.25,-98.75,-3.06
47.25,-98.25,-3.0
47.25,-97.75,-2.88
47.25,-97.25,-3.01
47.25,-96.75,-3.55
47.25,-96.25,-4.45
47.25,-95.75,-5.16
47.25,-95.25,-5.55
47.25,-94.75,-5.78
47.25,-94.25,-5.97
47.25,-93.75,-6.22
47.25,-93.25,-6.34
47.25,-92.75,-6.39
47.25,-92.25,-6.28
47.25,-91.75,-5.79
47.25,-91.25,-4.6
47.25,-90.75,-3.97
47.25,-90.25,-3.58
47.75,-99.75,-2.88
47.75,-99.25,-2.98
47.75,-98.75,-3.11
47.75,-98.25,-3.18
47.75,-97.75,-3.16
47.75,-97.25,-3.32
47.75,-96.75,-3.79
47.75,-96.25,-4.53
47.75,-95.75,-5.08
47.75,-95.25,-5.46
47.75,-94.75,-5.8
47.75,-94.25,-6.16
47.75,-93.75,-6.51
47.75,-93.25,-6.71
47.75,-92.75,-6.81
47.75,-92.25,-6.88
47.75,-91.75,-6.81
47.75,-91.25,-6.35
47.75,-90.75,-5.57
47.75,-90.25,-4.77
48.25,-99.75,-2.83
48.25,-99.25,-3.07
48.25,-98.75,-3.34
48.25,-98.25,-3.42
48.25,-97.75,-3.37
48.25,-97.25,-3.54
48.25,-96.75,-4.03
48.25,-96.25,-4.78
48.25,-95.75,-5.24
48.25,-95.25,-5.56
48.25,-94.75,-5.87
48.25,-94.25,-6.21
48.25,-93.75,-6.54
48.25,-93.25,-6.63
48.25,-92.75,-6.67
48.25,-92.25,-6.66
48.25,-91.75,-6.7
48.25,-91.25,-6.91
48.25,-90.75,-6.87
48.25,-90.25,-6.38
48.75,-99.75,-3.15
48.75,-99.25,-3.32
48.75,-98.75,-3.55
48.75,-98.25,-3.5
48.75,-97.75,-3.47
48.75,-97.25,-3.78
48.75,-96.75,-4.45
48.75,-96.25,-5.23
48.75,-95.75,-5.57
48.75,-95.25,-5.75
48.75,-94.75,-5.96
48.75,-94.25,-6.26
48.75,-93.75,-6.64
48.75,-93.25,-6.66
48.75,-92.75,-6.65
48.75,-92.25,-6.75
48.75,-91.75,-6.98
48.75,-91.25,-7.29
48.75,-90.75,-7.45
48.75,-90.25,-7.34
49.25,-99.75,-3.23
49.25,-99.25,-3.36
49.25,-98.75,-3.51
49.25,-98.25,-3.46
49.25,-97.75,-3.61
49.25,-97.25,-4.14
49.25,-96.75,-4.99
49.25,-96.25,-5.86
49.25,-95.75,-6.09
49.25,-95.25,-6.02
49.25,-94.75,-6.03
49.25,-94.25,-6.33
49.25,-93.75,-6.96
49.25,-93.25,-6.94
49.25,-92.75,-7.01
49.25,-92.25,-7.23
49.25,-91.75,-7.54
49.25,-91.25,-7.77
49.25,-90.75,-7.93
49.25,-90.25,-7.97
49.75,-99.75,-3.15
49.75,-99.25,-3.31
49.75,-98.75,-3.39
49.75,-98.25,-3.61
49.75,-97.75,-4.11
49.75,-97.25,-4.78
49.75,-96.75,-5.55
49.75,-96.25,-6.27
49.75,-95.75,-6.58
49.75,-95.25,-6.58
49.75,-94.75,-6.52
49.75,-94.25,-6.65
49.75,-93.75,-7.27
49.75,-93.25,-7.33
49.75,-92.75,-7.45
49.75,-92.25,-7.63
49.75,-91.75,-7.82
49.75,-91.25,-7.94
49.75,-90.75,-8.12
49.75,-90.25,-8.33
40.25,-109.75,1.35
40.25,-109.25,1.73
40.25,-108.75,1.21
40.25,-108.25,0.38
40.25,-107.75,-1.71
40.25,-107.25,-4.09
40.25,-106.75,-6.31
40.25,-106.25,-8.42
40.25,-105.75,-7.44
40.25,-105.25,-1.94
40.25,-104.75,2.13
40.25,-104.25,2.92
40.25,-103.75,2.71
40.25,-103.25,2.39
40.25,-102.75,2.46
40.25,-102.25,2.71
40.25,-101.75,2.92
40.25,-101.25,2.93
40.25,-100.75,2.93
40.25,-100.25,2.81
40.75,-109.75,-0.59
40.75,-109.25,0.57
40.75,-108.75,0.62
40.75,-108.25,0.4
40.75,-107.75,-0.66
40.75,-107.25,-3.92
40.75,-106.75,-8.34
40.75,-106.25,-10.46
40.75,-105.75,-7.29
40.75,-105.25,-2.2
40.75,-104.75,1.31
40.75,-104.25,2.24
40.75,-103.75,2.11
40.75,-103.25,2.09
40.75,-102.75,2.18
40.75,-102.25,2.23
40.75,-101.75,2.2
40.75,-101.25,2.17
40.75,-100.75,2.22
40.75,-100.25,2.06
41.25,-109.75,-0.47
41.25,-109.25,0.14
41.25,-108.75,-0.22
41.25,-108.25,-0.14
41.25,-107.75,-0.8
41.25,-107.25,-2.99
41.25,-106.75,-6.09
41.25,-106.25,-8.04
41.25,-105.75,-4.13
41.25,-105.25,-1.29
41.25,-104.75,0.5
41.25,-104.25,1.36
41.25,-103.75,1.46
41.25,-103.25,1.53
41.25,-102.75,1.64
41.25,-102.25,1.59
41.25,-101.75,1.44
41.25,-101.25,1.5
41.25,-100.75,1.53
41.25,-100.25,1.36
41.75,-109.75,-0.08
41.75,-109.25,-0.29
41.75,-108.75,-0.68
41.75,-108.25,-0.51
41.75,-107.75,-0.76
41.75,-107.25,-1.27
41.75,-106.75,-2.16
41.75,-106.25,-3.82
41.75,-105.75,-1.91
41.75,-105.25,-0.29
41.75,-104.75,0.9
41.75,-104.25,1.49
41.75,-103.75,1.31
41.75,-103.25,1.22
41.75,-102.75,1.15
41.75,-102.25,0.99
41.75,-101.75,0.81
41.75,-101.25,0.89
41.75,-100.75,0.96
41.75,-100.25,0.91
42.25,-109.75,-1.96
42.25,-109.25,-2.35
42.25,-108.75,-1.58
42.25,-108.25,-0.59
42.25,-107.75,-0.41
42.25,-107.25,-0.33
42.25,-106.75,-0.46
42.25,-106.25,-1.7
42.25,-105.75,-1.13
42.25,-105.25,0.19
42.25,-104.75,1.07
42.25,-104.25,1.16
42.25,-103.75,0.95
42.25,-103.25,0.99
42.25,-102.75,0.89
42.25,-102.25,0.65
42.25,-101.75,0.41
42.25,-101.25,0.44
42.25,-100.75,0.56
42.25,-100.25,0.59
42.75,-109.75,-5.33
42.75,-109.25,-5.16
42.75,-108.75,-1.61
42.75,-108.25,0.05
42.75,-107.75,-0.12
42.75,-107.25,-0.23
42.75,-106.75,0.06
42.75,-106.25,-0.37
42.75,-105.75,-0.19
42.75,-105.25,0.45
42.75,-104.75,0.78
42.75,-104.25,0.75
42.75,-103.75,0.99
42.75,-103.25,1.36
42.75,-102.75,1.09
42.75,-102.25,0.64
42.75,-101.75,0.33
42.75,-101.25,0.35
42.75,-100.75,0.35
42.75,-100.25,0.25
43.25,-109.75,-8.04
43.25,-109.25,-5.9
43.25,-108.75,-0.78
43.25,-108.25,0.75
43.25,-107.75,0.06
43.25,-107.25,-0.57
43.25,-106.75,-0.17
43.25,-106.25,0.83
43.25,-105.75,0.58
43.25,-105.25,0.63
43.25,-104.75,0.68
43.25,-104.25,0.67
43.25,-103.75,0.8
43.25,-103.25,1.63
43.25,-102.75,1.53
43.25,-102.25,1.1
43.25,-101.75,0.71
43.25,-101.25,0.56
43.25,-100.75,0.39
43.25,-100.25,0.15
43.75,-109.75,-9.9
43.75,-109.25,-6.52
43.75,-108.75,-0.87
43.75,-108.25,0.74
43.75,-107.75,-0.02
43.75,-107.25,-1.4
43.75,-106.75,-1.61
43.75,-106.25,1.27
43.75,-105.75,0.47
43.75,-105.25,0.29
43.75,-104.75,0.06
43.75,-104.25,-0.43
43.75,-103.75,-0.9
43.75,-103.25,0.99
43.75,-102.75,1.6
43.75,-102.25,1.53
43.75,-101.75,1.21
43.75,-101.25,0.89
43.75,-100.75,0.52
43.75,-100.25,0.1
44.25,-109.75,-9.76
44.25,-109.25,-5.66
44.25,-108.75,-0.31
44.25,-108.25,0.97
44.25,-107.75,-2.75
44.25,-107.25,-4.46
44.25,-106.75,-2.09
44.25,-106.25,1.44
44.25,-105.75,0.63
44.25,-105.25,0.28
44.25,-104.75,-0.24
44.25,-104.25,-0.91
44.25,-103.75,-1.13
44.25,-103.25,0.85
44.25,-102.75,1.61
44.25,-102.25,1.58
44.25,-101.75,1.17
44.25,-101.25,0.75
44.25,-100.75,0.34
44.25,-100.25,-0.29
44.75,-109.75,-8.07
44.75,-109.25,-3.09
44.75,-108.75,0.81
44.75,-108.25,0.11
44.75,-107.75,-3.26
44.75,-107.25,-3.37
44.75,-106.75,0.02
44.75,-106.25,1.51
44.75,-105.75,1.14
44.75,-105.25,0.85
44.75,-104.75,0.49
44.75,-104.25,0.23
44.75,-103.75,0.51
44.75,-103.25,1.3
44.75,-102.75,1.58
44.75,-102.25,1.31
44.75,-101.75,0.69
44.75,-101.25,0.16
44.75,-100.75,-0.28
44.75,-100.25,-1.01
45.25,-109.75,-4.37
45.25,-109.25,-0.28
45.25,-108.75,1.76
45.25,-108.25,0.78
45.25,-107.75,0.82
45.25,-107.25,1.24
45.25,-106.75,1.6
45.25,-106.25,1.74
45.25,-105.75,1.66
45.25,-105.25,1.42
45.25,-104.75,1.09
45.25,-104.25,0.87
45.25,-103.75,1.07
45.25,-103.25,1.28
45.25,-102.75,1.22
45.25,-102.25,0.74
45.25,-101.75,-0.01
45.25,-101.25,-0.65
45.25,-100.75,-1.17
45.25,-100.25,-1.8
45.75,-109.75,-0.55
45.75,-109.25,1.92
45.75,-108.75,2.68
45.75,-108.25,2.99
45.75,-107.75,3.09
45.75,-107.25,2.81
45.75,-106.75,2.36
45.75,-106.25,2.39
45.75,-105.75,2.19
45.75,-105.25,1.78
45.75,-104.75,1.25
45.75,-104.25,0.8
45.75,-103.75,0.81
45.75,-103.25,0.88
45.75,-102.75,0.6
45.75,-102.25,-0.03
45.75,-101.75,-0.84
45.75,-101.25,-1.45
45.75,-100.75,-1.9
45.75,-100.25,-2.38
46.25,-109.75,0.2
46.25,-109.25,1.76
46.25,-108.75,2.73
46.25,-108.25,3.34
46.25,-107.75,3.45
46.25,-107.25,3.3
46.25,-106.75,3.06
46.25,-106.25,2.9
46.25,-105.75,2.6
46.25,-105.25,2.12
46.25,-104.75,1.49
46.25,-104.25,0.9
46.25,-103.75,0.69
46.25,-103.25,0.46
46.25,-102.75,-0.13
46.25,-102.25,-0.89
46.25,-101.75,-1.6
46.25,-101.25,-2.07
46.25,-100.75,-2.38
46.25,-100.25,-2.76
46.75,-109.75,0.41
46.75,-109.25,1.01
46.75,-108.75,2.49
46.75,-108.25,3.39
46.75,-107.75,3.33
46.75,-107.25,3.06
46.75,-106.75,2.9
46.75,-106.25,2.78
46.75,-105.75,2.45
46.75,-105.25,2.2
46.75,-104.75,1.74
46.75,-104.25,1.1
46.75,-103.75,0.61
46.75,-103.25,-0.03
46.75,-102.75,-0.83
46.75,-102.25,-1.56
46.75,-101.75,-2.12
46.75,-101.25,-2.47
46.75,-100.75,-2.63
46.75,-100.25,-2.86
47.25,-109.75,1.45
47.25,-109.25,1.44
47.25,-108.75,2.78
47.25,-108.25,3.46
47.25,-107.75,3.2
47.25,-107.25,2.86
47.25,-106.75,2.74
47.25,-106.25,2.65
47.25,-105.75,2.18
47.25,-105.25,1.9
47.25,-104.75,1.55
47.25,-104.25,1.01
47.25,-103.75,0.3
47.25,-103.25,-0.64
47.25,-102.75,-1.35
47.25,-102.25,-1.91
47.25,-101.75,-2.34
47.25,-101.25,-2.61
47.25,-100.75,-2.74
47.25,-100.25,-2.87
47.75,-109.75,2.43
47.75,-109.25,2.19
47.75,-108.75,2.74
47.75,-108.25,3.0
47.75,-107.75,2.99
47.75,-107.25,2.91
47.75,-106.75,2.84
47.75,-106.25,2.77
47.75,-105.75,2.2
47.75,-105.25,1.68
47.75,-104.75,1.15
47.75,-104.25,0.55
47.75,-103.75,-0.2
47.75,-103.25,-1.07
47.75,-102.75,-1.71
47.75,-102.25,-2.17
47.75,-101.75,-2.46
47.75,-101.25,-2.57
47.75,-100.75,-2.66
47.75,-100.25,-2.78
48.25,-109.75,2.58
48.25,-109.25,2.31
48.25,-108.75,2.51
48.25,-108.25,2.62
48.25,-107.75,2.68
48.25,-107.25,2.59
48.25,-106.75,2.36
48.25,-106.25,2.07
48.25,-105.75,1.56
48.25,-105.25,1.11
48.25,-104.75,0.6
48.25,-104.25,-0.03
48.25,-103.75,-0.79
48.25,-103.25,-1.65
48.25,-102.75,-2.29
48.25,-102.25,-2.57
48.25,-101.75,-2.51
48.25,-101.25,-2.35
48.25,-100.75,-2.42
48.25,-100.25,-2.6
48.75,-109.75,2.77
48.75,-109.25,2.48
48.75,-108.75,2.31
48.75,-108.25,2.4
48.75,-107.75,2.32
48.75,-107.25,2.04
48.75,-106.75,1.54
48.75,-106.25,0.92
48.75,-105.75,0.58
48.75,-105.25,0.28
48.75,-104.75,-0.15
48.75,-104.25,-0.75
48.75,-103.75,-1.41
48.75,-103.25,-2.0
48.75,-102.75,-2.38
48.75,-102.25,-2.44
48.75,-101.75,-2.27
48.75,-101.25,-2.16
48.75,-100.75,-2.54
48.75,-100.25,-2.9
49.25,-109.75,1.79
49.25,-109.25,1.7
49.25,-108.75,1.64
49.25,-108.25,1.94
49.25,-107.75,1.99
49.25,-107.25,1.76
49.25,-106.75,1.27
49.25,-106.25,0.66
49.25,-105.75,0.23
49.25,-105.25,-0.25
49.25,-104.75,-0.8
49.25,-104.25,-1.35
49.25,-103.75,-1.71
49.25,-103.25,-1.97
49.25,-102.75,-2.13
49.25,-102.25,-2.19
49.25,-101.75,-2.18
49.25,-101.25,-2.19
49.25,-100.75,-2.6
49.25,-100.25,-2.98
49.75,-109.75,1.81
49.75,-109.25,1.8
49.75,-108.75,1.69
49.75,-108.25,1.81
49.75,-107.75,1.81
49.75,-107.25,1.66
49.75,-106.75,1.36
49.75,-106.25,0.86
49.75,-105.75,0.18
49.75,-105.25,-0.41
49.75,-104.75,-0.96
49.75,-104.25,-1.48
49.75,-103.75,-1.91
49.75,-103.25,-2.28
49.75,-102.75,-2.55
49.75,-102.25,-2.64
49.75,-101.75,-2.54
49.75,-101.25,-2.38
49.75,-100.75,-2.55
49.75,-100.25,-2.87
40.25,-119.75,7.39
40.25,-119.25,7.99
40.25,-118.75,8.11
40.25,-118.25,7.85
40.25,-117.75,7.17
40.25,-117.25,6.26
40.25,-116.75,5.31
40.25,-116.25,4.57
40.25,-115.75,3.68
40.25,-115.25,2.9
40.25,-114.75,2.58
40.25,-114.25,2.95
40.25,-113.75,4.09
40.25,-113.25,4.52
40.25,-112.75,3.85
40.25,-112.25,3.21
40.25,-111.75,2.16
40.25,-111.25,-1.31
40.25,-110.75,-1.25
40.25,-110.25,0.11
40.75,-119.75,6.61
40.75,-119.25,7.44
40.75,-118.75,7.73
40.75,-118.25,7.25
40.75,-117.75,6.56
40.75,-117.25,5.95
40.75,-116.75,5.32
40.75,-116.25,4.1
40.75,-115.75,3.51
40.75,-115.25,2.7
40.75,-114.75,2.39
40.75,-114.25,2.88
40.75,-113.75,4.06
40.75,-113.25,4.41
40.75,-112.75,4.44
40.75,-112.25,3.77
40.75,-111.75,1.89
40.75,-111.25,-1.81
40.75,-110.75,-3.15
40.75,-110.25,-2.21
41.25,-119.75,5.15
41.25,-119.25,5.74
41.25,-118.75,6.83
41.25,-118.25,6.75
41.25,-117.75,6.12
41.25,-117.25,5.45
41.25,-116.75,4.68
41.25,-116.25,3.21
41.25,-115.75,2.74
41.25,-115.25,2.2
41.25,-114.75,1.93
41.25,-114.25,2.18
41.25,-113.75,3.01
41.25,-113.25,4.03
41.25,-112.75,4.6
41.25,-112.25,3.82
41.25,-111.75,1.66
41.25,-111.25,-1.1
41.25,-110.75,-2.01
41.25,-110.25,-1.46
41.75,-119.75,4.81
41.75,-119.25,4.64
41.75,-118.75,5.87
41.75,-118.25,5.44
41.75,-117.75,5.08
41.75,-117.25,4.83
41.75,-116.75,4.47
41.75,-116.25,3.49
41.75,-115.75,2.69
41.75,-115.25,2.09
41.75,-114.75,1.79
41.75,-114.25,1.71
41.75,-113.75,1.64
41.75,-113.25,2.72
41.75,-112.75,3.24
41.75,-112.25,2.78
41.75,-111.75,1.41
41.75,-111.25,-0.38
41.75,-110.75,-1.02
41.75,-110.25,-0.47
42.25,-119.75,5.61
42.25,-119.25,5.36
42.25,-118.75,5.72
42.25,-118.25,5.65
42.25,-117.75,5.4
42.25,-117.25,4.98
42.25,-116.75,4.56
42.25,-116.25,4.41
42.25,-115.75,4.37
42.25,-115.25,3.89
42.25,-114.75,3.32
42.25,-114.25,2.74
42.25,-113.75,1.96
42.25,-113.25,1.89
42.25,-112.75,1.75
42.25,-112.25,1.43
42.25,-111.75,0.64
42.25,-111.25,-1.11
42.25,-110.75,-3.83
42.25,-110.25,-2.74
42.75,-119.75,6.72
42.75,-119.25,6.52
42.75,-118.75,5.82
42.75,-118.25,6.44
42.75,-117.75,6.43
42.75,-117.25,5.7
42.75,-116.75,4.87
42.75,-116.25,5.3
42.75,-115.75,5.57
42.75,-115.25,5.14
42.75,-114.75,4.35
42.75,-114.25,3.55
42.75,-113.75,3.08
42.75,-113.25,2.45
42.75,-112.75,1.75
42.75,-112.25,0.99
42.75,-111.75,-0.11
42.75,-111.25,-2.14
42.75,-110.75,-5.52
42.75,-110.25,-5.46
43.25,-119.75,6.93
43.25,-119.25,6.69
43.25,-118.75,6.2
43.25,-118.25,6.07
43.25,-117.75,6.35
43.25,-117.25,6.45
43.25,-116.75,6.2
43.25,-116.25,5.79
43.25,-115.75,4.37
43.25,-115.25,2.56
43.25,-114.75,1.63
43.25,-114.25,1.75
43.25,-113.75,2.03
43.25,-113.25,2.19
43.25,-112.75,1.96
43.25,-112.25,1.23
43.25,-111.75,-0.16
43.25,-111.25,-2.36
43.25,-110.75,-5.31
43.25,-110.25,-7.58
43.75,-119.75,6.08
43.75,-119.25,5.35
43.75,-118.75,4.83
43.75,-118.25,5.05
43.75,-117.75,5.67
43.75,-117.25,6.49
43.75,-116.75,6.66
43.75,-116.25,4.68
43.75,-115.75,1.54
43.75,-115.25,-2.12
43.75,-114.75,-3.6
43.75,-114.25,-2.55
43.75,-113.75,-1.01
43.75,-113.25,0.15
43.75,-112.75,1.04
43.75,-112.25,1.0
43.75,-111.75,-0.24
43.75,-111.25,-2.52
43.75,-110.75,-7.02
43.75,-110.25,-9.99
44.25,-119.75,5.95
44.25,-119.25,4.78
44.25,-118.75,3.31
44.25,-118.25,3.59
44.25,-117.75,4.36
44.25,-117.25,5.11
44.25,-116.75,4.97
44.25,-116.25,2.7
44.25,-115.75,-0.78
44.25,-115.25,-3.72
44.25,-114.75,-4.63
44.25,-114.25,-3.62
44.25,-113.75,-2.43
44.25,-113.25,-2.23
44.25,-112.75,-1.51
44.25,-112.25,-1.37
44.25,-111.75,-2.41
44.25,-111.25,-4.74
44.25,-110.75,-9.33
44.25,-110.25,-11.15
44.75,-119.75,6.82
44.75,-119.25,5.56
44.75,-118.75,3.13
44.75,-118.25,2.62
44.75,-117.75,1.57
44.75,-117.25,1.66
44.75,-116.75,2.26
44.75,-116.25,0.39
44.75,-115.75,-1.69
44.75,-115.25,-2.52
44.75,-114.75,-2.36
44.75,-114.25,-1.77
44.75,-113.75,-1.64
44.75,-113.25,-2.9
44.75,-112.75,-3.07
44.75,-112.25,-3.67
44.75,-111.75,-5.24
44.75,-111.25,-7.4
44.75,-110.75,-9.57
44.75,-110.25,-10.5
45.25,-119.75,8.64
45.25,-119.25,7.46
45.25,-118.75,5.17
45.25,-118.25,3.46
45.25,-117.75,1.16
45.25,-117.25,0.58
45.25,-116.75,1.24
45.25,-116.25,-0.11
45.25,-115.75,-1.08
45.25,-115.25,-1.57
45.25,-114.75,-1.67
45.25,-114.25,-1.58
45.25,-113.75,-1.66
45.25,-113.25,-2.63
45.25,-112.75,-2.43
45.25,-112.25,-2.8
45.25,-111.75,-4.09
45.25,-111.25,-5.28
45.25,-110.75,-6.01
45.25,-110.25,-6.53
45.75,-119.75,9.99
45.75,-119.25,9.65
45.75,-118.75,8.54
45.75,-118.25,5.3
45.75,-117.75,3.45
45.75,-117.25,2.98
45.75,-116.75,3.11
45.75,-116.25,2.24
45.75,-115.75,0.54
45.75,-115.25,-0.78
45.75,-114.75,-1.52
45.75,-114.25,-1.89
45.75,-113.75,-2.49
45.75,-113.25,-3.05
45.75,-112.75,-2.24
45.75,-112.25,-1.34
45.75,-111.75,-0.96
45.75,-111.25,-1.05
45.75,-110.75,-2.2
45.75,-110.25,-2.24
46.25,-119.75,9.36
46.25,-119.25,9.71
46.25,-118.75,9.4
46.25,-118.25,6.95
46.25,-117.75,5.46
46.25,-117.25,5.08
46.25,-116.75,5.05
46.25,-116.25,3.79
46.25,-115.75,0.95
46.25,-115.25,-1.75
46.25,-114.75,-3.09
46.25,-114.25,-2.97
46.25,-113.75,-2.35
46.25,-113.25,-2.71
46.25,-112.75,-2.07
46.25,-112.25,-1.07
46.25,-111.75,-0.27
46.25,-111.25,-0.11
46.25,-110.75,-1.51
46.25,-110.25,-1.15
46.75,-119.75,8.36
46.75,-119.25,9.0
46.75,-118.75,8.46
46.75,-118.25,7.66
46.75,-117.75,6.38
46.75,-117.25,5.2
46.75,-116.75,4.03
46.75,-116.25,2.12
46.75,-115.75,-1.34
46.75,-115.25,-3.15
46.75,-114.75,-3.22
46.75,-114.25,-2.16
46.75,-113.75,-1.31
46.75,-113.25,-1.72
46.75,-112.75,-1.66
46.75,-112.25,-1.06
46.75,-111.75,-0.4
46.75,-111.25,-0.69
46.75,-110.75,-1.54
46.75,-110.25,-0.55
47.25,-119.75,7.15
47.25,-119.25,7.92
47.25,-118.75,7.31
47.25,-118.25,6.55
47.25,-117.75,5.5
47.25,-117.25,4.21
47.25,-116.75,2.68
47.25,-116.25,0.8
47.25,-115.75,-1.76
47.25,-115.25,-1.68
47.25,-114.75,-0.6
47.25,-114.25,0.0
47.25,-113.75,-1.18
47.25,-113.25,-3.16
47.25,-112.75,-2.17
47.25,-112.25,-0.33
47.25,-111.75,0.9
47.25,-111.25,0.67
47.25,-110.75,0.29
47.25,-110.25,1.09
47.75,-119.75,5.59
47.75,-119.25,6.41
47.75,-118.75,6.01
47.75,-118.25,5.15
47.75,-117.75,4.49
47.75,-117.25,3.77
47.75,-116.75,2.78
47.75,-116.25,1.33
47.75,-115.75,0.12
47.75,-115.25,0.0
47.75,-114.75,0.44
47.75,-114.25,0.31
47.75,-113.75,-2.15
47.75,-113.25,-4.32
47.75,-112.75,-2.28
47.75,-112.25,0.53
47.75,-111.75,2.24
47.75,-111.25,2.56
47.75,-110.75,2.71
47.75,-110.25,2.7
48.25,-119.75,3.3
48.25,-119.25,4.52
48.25,-118.75,4.12
48.25,-118.25,3.78
48.25,-117.75,3.46
48.25,-117.25,2.98
