lat,lng,temperature
86.75,76.75,-19.63
86.75,77.25,-19.6
86.75,77.75,-19.57
86.75,78.25,-19.54
86.75,78.75,-19.51
86.75,79.25,-19.48
86.75,79.75,-19.44
87.25,70.25,-18.49
87.25,70.75,-18.48
87.25,71.25,-18.47
87.25,71.75,-18.46
87.25,72.25,-18.46
87.25,72.75,-18.44
87.25,73.25,-18.43
87.25,73.75,-18.42
87.25,74.25,-18.42
87.25,74.75,-18.41
87.25,75.25,-18.39
87.25,75.75,-18.38
87.25,76.25,-18.36
87.25,76.75,-18.34
87.25,77.25,-18.32
87.25,77.75,-18.3
87.25,78.25,-18.28
87.25,78.75,-18.26
87.25,79.25,-18.24
87.25,79.75,-18.22
87.75,70.25,-17.36
87.75,70.75,-17.35
87.75,71.25,-17.34
87.75,71.75,-17.33
87.75,72.25,-17.32
87.75,72.75,-17.31
87.75,73.25,-17.3
87.75,73.75,-17.29
87.75,74.25,-17.29
87.75,74.75,-17.28
87.75,75.25,-17.28
87.75,75.75,-17.27
87.75,76.25,-17.27
87.75,76.75,-17.26
87.75,77.25,-17.25
87.75,77.75,-17.25
87.75,78.25,-17.24
87.75,78.75,-17.23
87.75,79.25,-17.22
87.75,79.75,-17.21
88.25,70.25,-16.48
88.25,70.75,-16.47
88.25,71.25,-16.47
88.25,71.75,-16.47
88.25,72.25,-16.47
88.25,72.75,-16.47
88.25,73.25,-16.47
88.25,73.75,-16.47
88.25,74.25,-16.48
88.25,74.75,-16.48
88.25,75.25,-16.48
88.25,75.75,-16.48
88.25,76.25,-16.47
88.25,76.75,-16.47
88.25,77.25,-16.47
88.25,77.75,-16.47
88.25,78.25,-16.47
88.25,78.75,-16.47
88.25,79.25,-16.47
88.25,79.75,-16.46
88.75,70.25,-15.83
88.75,70.75,-15.83
88.75,71.25,-15.83
88.75,71.75,-15.84
88.75,72.25,-15.84
88.75,72.75,-15.85
88.75,73.25,-15.85
88.75,73.75,-15.85
88.75,74.25,-15.86
88.75,74.75,-15.86
88.75,75.25,-15.86
88.75,75.75,-15.87
88.75,76.25,-15.87
88.75,76.75,-15.87
88.75,77.25,-15.87
88.75,77.75,-15.88
88.75,78.25,-15.88
88.75,78.75,-15.88
88.75,79.25,-15.88
88.75,79.75,-15.88
89.25,70.25,-15.3
89.25,70.75,-15.3
89.25,71.25,-15.31
89.25,71.75,-15.31
89.25,72.25,-15.32
89.25,72.75,-15.32
89.25,73.25,-15.33
89.25,73.75,-15.33
89.25,74.25,-15.34
89.25,74.75,-15.34
89.25,75.25,-15.35
89.25,75.75,-15.35
89.25,76.25,-15.36
89.25,76.75,-15.36
89.25,77.25,-15.36
89.25,77.75,-15.37
89.25,78.25,-15.37
89.25,78.75,-15.38
89.25,79.25,-15.38
89.25,79.75,-15.39
89.75,70.25,-14.87
89.75,70.75,-14.88
89.75,71.25,-14.88
89.75,71.75,-14.88
89.75,72.25,-14.89
89.75,72.75,-14.89
89.75,73.25,-14.89
89.75,73.75,-14.9
89.75,74.25,-14.9
89.75,74.75,-14.9
89.75,75.25,-14.91
89.75,75.75,-14.91
89.75,76.25,-14.91
89.75,76.75,-14.91
89.75,77.25,-14.92
89.75,77.75,-14.92
89.75,78.25,-14.92
89.75,78.75,-14.92
89.75,79.25,-14.93
89.75,79.75,-14.93
80.25,80.25,-25.42
80.25,80.75,-25.96
80.25,81.25,-26.51
80.25,81.75,-26.83
80.25,82.25,-26.94
80.25,82.75,-26.99
80.25,83.25,-27.05
80.25,83.75,-27.07
80.25,84.25,-27.08
80.25,84.75,-27.07
80.25,85.25,-26.99
80.25,85.75,-26.85
80.25,86.25,-26.7
80.25,86.75,-26.56
80.25,87.25,-26.41
80.25,87.75,-26.27
80.25,88.25,-26.17
80.25,88.75,-26.15
80.25,89.25,-26.15
80.25,89.75,-26.14
80.75,80.25,-25.12
80.75,80.75,-25.61
80.75,81.25,-26.1
80.75,81.75,-26.46
80.75,82.25,-26.58
80.75,82.75,-26.65
80.75,83.25,-26.72
80.75,83.75,-26.74
80.75,84.25,-26.77
80.75,84.75,-26.79
80.75,85.25,-26.74
80.75,85.75,-26.61
80.75,86.25,-26.44
80.75,86.75,-26.27
80.75,87.25,-26.11
80.75,87.75,-25.94
80.75,88.25,-25.78
80.75,88.75,-25.67
80.75,89.25,-25.63
80.75,89.75,-25.59
81.25,80.25,-24.74
81.25,80.75,-25.14
81.25,81.25,-25.54
81.25,81.75,-25.89
81.25,82.25,-26.01
81.25,82.75,-26.09
81.25,83.25,-26.17
81.25,83.75,-26.2
81.25,84.25,-26.23
81.25,84.75,-26.26
81.25,85.25,-26.26
81.25,85.75,-26.19
81.25,86.25,-26.04
81.25,86.75,-25.89
81.25,87.25,-25.74
81.25,87.75,-25.6
81.25,88.25,-25.45
81.25,88.75,-25.31
81.25,89.25,-25.23
81.25,89.75,-25.16
81.75,80.25,-24.77
81.75,80.75,-25.06
81.75,81.25,-25.35
81.75,81.75,-25.63
81.75,82.25,-25.73
81.75,82.75,-25.78
81.75,83.25,-25.84
81.75,83.75,-25.85
81.75,84.25,-25.85
81.75,84.75,-25.86
81.75,85.25,-25.86
81.75,85.75,-25.84
81.75,86.25,-25.77
81.75,86.75,-25.69
81.75,87.25,-25.62
81.75,87.75,-25.55
81.75,88.25,-25.49
81.75,88.75,-25.42
81.75,89.25,-25.36
81.75,89.75,-25.31
82.25,80.25,-25.09
82.25,80.75,-25.27
82.25,81.25,-25.44
82.25,81.75,-25.62
82.25,82.25,-25.7
82.25,82.75,-25.74
82.25,83.25,-25.76
82.25,83.75,-25.76
82.25,84.25,-25.74
82.25,84.75,-25.73
82.25,85.25,-25.72
82.25,85.75,-25.71
82.25,86.25,-25.69
82.25,86.75,-25.68
82.25,87.25,-25.68
82.25,87.75,-25.68
82.25,88.25,-25.67
82.25,88.75,-25.67
82.25,89.25,-25.66
82.25,89.75,-25.65
82.75,80.25,-25.26
82.75,80.75,-25.36
82.75,81.25,-25.45
82.75,81.75,-25.55
82.75,82.25,-25.61
82.75,82.75,-25.65
82.75,83.25,-25.69
82.75,83.75,-25.71
82.75,84.25,-25.73
82.75,84.75,-25.76
82.75,85.25,-25.78
82.75,85.75,-25.81
82.75,86.25,-25.83
82.75,86.75,-25.86
82.75,87.25,-25.85
82.75,87.75,-25.81
82.75,88.25,-25.77
82.75,88.75,-25.73
82.75,89.25,-25.68
82.75,89.75,-25.62
83.25,80.25,-25.21
83.25,80.75,-25.26
83.25,81.25,-25.31
83.25,81.75,-25.36
83.25,82.25,-25.41
83.25,82.75,-25.45
83.25,83.25,-25.49
83.25,83.75,-25.54
83.25,84.25,-25.58
83.25,84.75,-25.63
83.25,85.25,-25.67
83.25,85.75,-25.72
83.25,86.25,-25.77
83.25,86.75,-25.8
83.25,87.25,-25.77
83.25,87.75,-25.71
83.25,88.25,-25.62
83.25,88.75,-25.54
83.25,89.25,-25.45
83.25,89.75,-25.37
83.75,80.25,-24.98
83.75,80.75,-25.04
83.75,81.25,-25.09
83.75,81.75,-25.15
83.75,82.25,-25.2
83.75,82.75,-25.23
83.75,83.25,-25.24
83.75,83.75,-25.25
83.75,84.25,-25.26
83.75,84.75,-25.27
83.75,85.25,-25.27
83.75,85.75,-25.28
83.75,86.25,-25.29
83.75,86.75,-25.29
83.75,87.25,-25.28
83.75,87.75,-25.25
83.75,88.25,-25.19
83.75,88.75,-25.11
83.75,89.25,-25.04
83.75,89.75,-24.96
84.25,80.25,-24.62
84.25,80.75,-24.69
84.25,81.25,-24.76
84.25,81.75,-24.83
84.25,82.25,-24.9
84.25,82.75,-24.93
84.25,83.25,-24.93
84.25,83.75,-24.9
84.25,84.25,-24.87
84.25,84.75,-24.85
84.25,85.25,-24.81
84.25,85.75,-24.78
84.25,86.25,-24.75
84.25,86.75,-24.72
84.25,87.25,-24.68
84.25,87.75,-24.64
84.25,88.25,-24.58
84.25,88.75,-24.51
84.25,89.25,-24.42
84.25,89.75,-24.33
84.75,80.25,-24.14
84.75,80.75,-24.18
84.75,81.25,-24.22
84.75,81.75,-24.26
84.75,82.25,-24.3
84.75,82.75,-24.32
84.75,83.25,-24.29
84.75,83.75,-24.24
84.75,84.25,-24.2
84.75,84.75,-24.15
84.75,85.25,-24.09
84.75,85.75,-24.04
84.75,86.25,-23.99
84.75,86.75,-23.94
84.75,87.25,-23.88
84.75,87.75,-23.82
84.75,88.25,-23.77
84.75,88.75,-23.71
84.75,89.25,-23.63
84.75,89.75,-23.54
85.25,80.25,-23.3
85.25,80.75,-23.29
85.25,81.25,-23.28
85.25,81.75,-23.27
85.25,82.25,-23.26
85.25,82.75,-23.21
85.25,83.25,-23.14
85.25,83.75,-23.1
85.25,84.25,-23.06
85.25,84.75,-23.02
85.25,85.25,-22.97
85.25,85.75,-22.93
85.25,86.25,-22.89
85.25,86.75,-22.85
85.25,87.25,-22.8
85.25,87.75,-22.76
85.25,88.25,-22.71
85.25,88.75,-22.67
85.25,89.25,-22.62
85.25,89.75,-22.56
85.75,80.25,-22.1
85.75,80.75,-22.06
85.75,81.25,-22.03
85.75,81.75,-21.99
85.75,82.25,-21.96
85.75,82.75,-21.87
85.75,83.25,-21.76
85.75,83.75,-21.72
85.75,84.25,-21.69
85.75,84.75,-21.66
85.75,85.25,-21.63
85.75,85.75,-21.6
85.75,86.25,-21.57
85.75,86.75,-21.54
85.75,87.25,-21.51
85.75,87.75,-21.48
85.75,88.25,-21.44
85.75,88.75,-21.41
85.75,89.25,-21.37
85.75,89.75,-21.34
86.25,80.25,-20.71
86.25,80.75,-20.67
86.25,81.25,-20.64
86.25,81.75,-20.6
86.25,82.25,-20.56
86.25,82.75,-20.48
86.25,83.25,-20.36
86.25,83.75,-20.32
86.25,84.25,-20.28
86.25,84.75,-20.25
86.25,85.25,-20.23
86.25,85.75,-20.21
86.25,86.25,-20.19
86.25,86.75,-20.16
86.25,87.25,-20.14
86.25,87.75,-20.12
86.25,88.25,-20.09
86.25,88.75,-20.07
86.25,89.25,-20.05
86.25,89.75,-20.02
86.75,80.25,-19.41
86.75,80.75,-19.38
86.75,81.25,-19.35
86.75,81.75,-19.31
86.75,82.25,-19.27
86.75,82.75,-19.2
86.75,83.25,-19.1
86.75,83.75,-19.06
86.75,84.25,-19.02
86.75,84.75,-18.98
86.75,85.25,-18.96
86.75,85.75,-18.95
86.75,86.25,-18.95
86.75,86.75,-18.95
86.75,87.25,-18.95
86.75,87.75,-18.95
86.75,88.25,-18.95
86.75,88.75,-18.95
86.75,89.25,-18.95
86.75,89.75,-18.95
87.25,80.25,-18.2
87.25,80.75,-18.18
87.25,81.25,-18.15
87.25,81.75,-18.13
87.25,82.25,-18.11
87.25,82.75,-18.06
87.25,83.25,-18.0
87.25,83.75,-17.97
87.25,84.25,-17.95
87.25,84.75,-17.92
87.25,85.25,-17.91
87.25,85.75,-17.9
87.25,86.25,-17.9
87.25,86.75,-17.92
87.25,87.25,-17.95
87.25,87.75,-17.98
87.25,88.25,-18.0
87.25,88.75,-18.03
87.25,89.25,-18.06
87.25,89.75,-18.09
87.75,80.25,-17.2
87.75,80.75,-17.19
87.75,81.25,-17.19
87.75,81.75,-17.18
87.75,82.25,-17.17
87.75,82.75,-17.16
87.75,83.25,-17.15
87.75,83.75,-17.14
87.75,84.25,-17.14
87.75,84.75,-17.13
87.75,85.25,-17.12
87.75,85.75,-17.11
87.75,86.25,-17.1
87.75,86.75,-17.12
87.75,87.25,-17.13
87.75,87.75,-17.15
87.75,88.25,-17.18
87.75,88.75,-17.22
87.75,89.25,-17.26
87.75,89.75,-17.3
88.25,80.25,-16.46
88.25,80.75,-16.46
88.25,81.25,-16.45
88.25,81.75,-16.45
88.25,82.25,-16.45
88.25,82.75,-16.47
88.25,83.25,-16.49
88.25,83.75,-16.49
88.25,84.25,-16.49
88.25,84.75,-16.49
88.25,85.25,-16.49
88.25,85.75,-16.49
88.25,86.25,-16.49
88.25,86.75,-16.49
88.25,87.25,-16.49
88.25,87.75,-16.49
88.25,88.25,-16.5
88.25,88.75,-16.52
88.25,89.25,-16.54
88.25,89.75,-16.56
88.75,80.25,-15.89
88.75,80.75,-15.89
88.75,81.25,-15.89
88.75,81.75,-15.89
88.75,82.25,-15.89
88.75,82.75,-15.92
88.75,83.25,-15.97
88.75,83.75,-15.98
88.75,84.25,-15.98
88.75,84.75,-15.98
88.75,85.25,-15.99
88.75,85.75,-15.99
88.75,86.25,-16.0
88.75,86.75,-16.0
88.75,87.25,-16.0
88.75,87.75,-16.01
88.75,88.25,-16.01
88.75,88.75,-16.01
88.75,89.25,-16.02
88.75,89.75,-16.02
89.25,80.25,-15.39
89.25,80.75,-15.4
89.25,81.25,-15.4
89.25,81.75,-15.4
89.25,82.25,-15.41
89.25,82.75,-15.45
89.25,83.25,-15.52
89.25,83.75,-15.52
89.25,84.25,-15.53
89.25,84.75,-15.54
89.25,85.25,-15.54
89.25,85.75,-15.55
89.25,86.25,-15.56
89.25,86.75,-15.56
89.25,87.25,-15.57
89.25,87.75,-15.57
89.25,88.25,-15.58
89.25,88.75,-15.58
89.25,89.25,-15.59
89.25,89.75,-15.6
89.75,80.25,-14.93
89.75,80.75,-14.94
89.75,81.25,-14.94
89.75,81.75,-14.94
89.75,82.25,-14.94
89.75,82.75,-15.0
89.75,83.25,-15.08
89.75,83.75,-15.08
89.75,84.25,-15.09
89.75,84.75,-15.09
89.75,85.25,-15.09
89.75,85.75,-15.1
89.75,86.25,-15.1
89.75,86.75,-15.1
89.75,87.25,-15.11
89.75,87.75,-15.11
89.75,88.25,-15.11
89.75,88.75,-15.11
89.75,89.25,-15.12
89.75,89.75,-15.12
0.25,90.25,28.48
0.25,90.75,28.45
0.25,91.25,28.42
0.25,91.75,28.41
0.25,92.25,28.31
0.25,92.75,28.19
0.25,93.25,28.06
0.25,93.75,27.99
0.25,94.25,27.96
0.25,94.75,28.0
0.25,95.25,28.04
0.25,95.75,28.05
0.25,96.25,28.01
0.25,96.75,27.95
0.25,97.25,27.81
0.25,97.75,27.79
0.25,98.25,27.91
0.25,98.75,28.0
0.25,99.25,26.04
0.25,99.75,24.12
0.75,90.25,28.53
0.75,90.75,28.51
0.75,91.25,28.5
0.75,91.75,28.51
0.75,92.25,28.44
0.75,92.75,28.33
0.75,93.25,28.22
0.75,93.75,28.14
0.75,94.25,28.11
0.75,94.75,28.1
0.75,95.25,28.1
0.75,95.75,28.09
0.75,96.25,28.06
0.75,96.75,27.99
0.75,97.25,27.64
0.75,97.75,27.65
0.75,98.25,27.92
0.75,98.75,27.65
0.75,99.25,24.58
0.75,99.75,23.39
1.25,90.25,28.61
1.25,90.75,28.61
1.25,91.25,28.64
1.25,91.75,28.7
1.25,92.25,28.67
1.25,92.75,28.57
1.25,93.25,28.44
1.25,93.75,28.32
1.25,94.25,28.27
1.25,94.75,28.24
1.25,95.25,28.2
1.25,95.75,28.16
1.25,96.25,28.12
1.25,96.75,27.98
1.25,97.25,27.66
1.25,97.75,27.66
1.25,98.25,27.6
1.25,98.75,26.24
1.25,99.25,23.48
1.25,99.75,23.7
1.75,90.25,28.68
1.75,90.75,28.71
1.75,91.25,28.77
1.75,91.75,28.87
1.75,92.25,28.9
1.75,92.75,28.85
1.75,93.25,28.73
1.75,93.75,28.56
1.75,94.25,28.45
1.75,94.75,28.39
1.75,95.25,28.32
1.75,95.75,28.23
1.75,96.25,28.11
1.75,96.75,28.01
1.75,97.25,27.85
1.75,97.75,27.48
1.75,98.25,26.32
1.75,98.75,23.45
1.75,99.25,22.1
1.75,99.75,23.85
2.25,90.25,28.82
2.25,90.75,28.84
2.25,91.25,28.89
2.25,91.75,29.0
2.25,92.25,29.08
2.25,92.75,29.09
2.25,93.25,29.03
2.25,93.75,28.89
2.25,94.25,28.72
2.25,94.75,28.6
2.25,95.25,28.46
2.25,95.75,28.24
2.25,96.25,27.95
2.25,96.75,28.04
2.25,97.25,27.68
2.25,97.75,26.27
2.25,98.25,23.71
2.25,98.75,20.49
2.25,99.25,21.64
2.25,99.75,24.53
2.75,90.25,29.0
2.75,90.75,29.0
2.75,91.25,29.01
2.75,91.75,29.07
2.75,92.25,29.15
2.75,92.75,29.21
2.75,93.25,29.22
2.75,93.75,29.16
2.75,94.25,29.01
2.75,94.75,28.88
2.75,95.25,28.66
2.75,95.75,28.33
2.75,96.25,28.02
2.75,96.75,27.84
2.75,97.25,26.64
2.75,97.75,24.41
2.75,98.25,21.86
2.75,98.75,20.42
2.75,99.25,23.58
2.75,99.75,26.21
3.25,90.25,29.09
3.25,90.75,29.1
3.25,91.25,29.1
3.25,91.75,29.11
3.25,92.25,29.16
3.25,92.75,29.22
3.25,93.25,29.26
3.25,93.75,29.26
3.25,94.25,29.2
3.25,94.75,29.1
3.25,95.25,28.89
3.25,95.75,28.54
3.25,96.25,28.12
3.25,96.75,26.51
3.25,97.25,23.88
3.25,97.75,22.37
3.25,98.25,22.61
3.25,98.75,23.75
3.25,99.25,26.55
3.25,99.75,27.97
3.75,90.25,29.12
3.75,90.75,29.15
3.75,91.25,29.16
3.75,91.75,29.16
3.75,92.25,29.18
3.75,92.75,29.2
3.75,93.25,29.23
3.75,93.75,29.25
3.75,94.25,29.25
3.75,94.75,29.2
3.75,95.25,29.0
3.75,95.75,28.45
3.75,96.25,27.18
3.75,96.75,23.61
3.75,97.25,20.9
3.75,97.75,21.54
3.75,98.25,24.85
3.75,98.75,27.03
3.75,99.25,28.39
3.75,99.75,28.87
4.25,90.25,29.08
4.25,90.75,29.13
4.25,91.25,29.16
4.25,91.75,29.17
4.25,92.25,29.16
4.25,92.75,29.15
4.25,93.25,29.15
4.25,93.75,29.15
4.25,94.25,29.19
4.25,94.75,29.17
4.25,95.25,28.81
4.25,95.75,27.59
4.25,96.25,24.67
4.25,96.75,20.95
4.25,97.25,20.84
4.25,97.75,23.54
4.25,98.25,27.12
4.25,98.75,28.56
4.25,99.25,28.99
4.25,99.75,29.04
4.75,90.25,28.98
4.75,90.75,29.04
4.75,91.25,29.08
4.75,91.75,29.09
4.75,92.25,29.06
4.75,92.75,29.01
4.75,93.25,28.96
4.75,93.75,28.92
4.75,94.25,28.97
4.75,94.75,28.93
4.75,95.25,27.68
4.75,95.75,25.23
4.75,96.25,22.73
4.75,96.75,22.17
4.75,97.25,24.23
4.75,97.75,26.76
4.75,98.25,28.48
4.75,98.75,28.96
4.75,99.25,29.18
4.75,99.75,29.13
5.25,90.25,28.81
5.25,90.75,28.86
5.25,91.25,28.89
5.25,91.75,28.91
5.25,92.25,28.86
5.25,92.75,28.76
5.25,93.25,28.66
5.25,93.75,28.57
5.25,94.25,28.61
5.25,94.75,28.5
5.25,95.25,27.17
5.25,95.75,25.3
5.25,96.25,25.34
5.25,96.75,26.39
5.25,97.25,27.69
5.25,97.75,28.54
5.25,98.25,28.82
5.25,98.75,28.92
5.25,99.25,29.22
5.25,99.75,29.12
5.75,90.25,28.53
5.75,90.75,28.55
5.75,91.25,28.58
5.75,91.75,28.61
5.75,92.25,28.58
5.75,92.75,28.49
5.75,93.25,28.37
5.75,93.75,28.3
5.75,94.25,28.33
5.75,94.75,28.25
5.75,95.25,27.94
5.75,95.75,27.75
5.75,96.25,28.55
5.75,96.75,28.7
5.75,97.25,28.85
5.75,97.75,28.9
5.75,98.25,28.9
5.75,98.75,28.98
5.75,99.25,29.25
5.75,99.75,29.18
6.25,90.25,28.18
6.25,90.75,28.15
6.25,91.25,28.18
6.25,91.75,28.26
6.25,92.25,28.31
6.25,92.75,28.31
6.25,93.25,28.25
6.25,93.75,28.19
6.25,94.25,28.24
6.25,94.75,28.24
6.25,95.25,28.3
6.25,95.75,28.48
6.25,96.25,28.78
6.25,96.75,28.87
6.25,97.25,28.95
6.25,97.75,28.98
6.25,98.25,28.97
6.25,98.75,29.07
6.25,99.25,29.21
6.25,99.75,29.03
6.75,90.25,27.87
6.75,90.75,27.79
6.75,91.25,27.82
6.75,91.75,27.96
6.75,92.25,28.12
6.75,92.75,28.23
6.75,93.25,28.26
6.75,93.75,28.19
6.75,94.25,28.29
6.75,94.75,28.31
6.75,95.25,28.36
6.75,95.75,28.5
6.75,96.25,28.65
6.75,96.75,28.78
6.75,97.25,28.91
6.75,97.75,28.97
6.75,98.25,28.97
6.75,98.75,29.05
6.75,99.25,29.01
6.75,99.75,28.42
7.25,90.25,27.75
7.25,90.75,27.65
7.25,91.25,27.65
7.25,91.75,27.78
7.25,92.25,27.97
7.25,92.75,28.16
7.25,93.25,28.28
7.25,93.75,28.26
7.25,94.25,28.39
7.25,94.75,28.42
7.25,95.25,28.41
7.25,95.75,28.44
7.25,96.25,28.55
7.25,96.75,28.67
7.25,97.25,28.84
7.25,97.75,28.95
7.25,98.25,28.99
7.25,98.75,29.03
7.25,99.25,28.39
7.25,99.75,27.91
7.75,90.25,27.8
7.75,90.75,27.7
7.75,91.25,27.64
7.75,91.75,27.66
7.75,92.25,27.81
7.75,92.75,28.0
7.75,93.25,28.17
7.75,93.75,28.27
7.75,94.25,28.43
7.75,94.75,28.47
7.75,95.25,28.44
7.75,95.75,28.41
7.75,96.25,28.49
7.75,96.75,28.58
7.75,97.25,28.78
7.75,97.75,28.8
7.75,98.25,28.59
7.75,98.75,28.37
7.75,99.25,27.52
7.75,99.75,27.77
8.25,90.25,27.88
8.25,90.75,27.73
8.25,91.25,27.55
8.25,91.75,27.46
8.25,92.25,27.58
8.25,92.75,27.74
8.25,93.25,27.87
8.25,93.75,28.02
8.25,94.25,28.3
8.25,94.75,28.43
8.25,95.25,28.43
8.25,95.75,28.39
8.25,96.25,28.46
8.25,96.75,28.54
8.25,97.25,28.75
8.25,97.75,28.49
8.25,98.25,27.69
8.25,98.75,26.8
8.25,99.25,27.05
8.25,99.75,27.83
8.75,90.25,27.8
8.75,90.75,27.62
8.75,91.25,27.38
8.75,91.75,27.32
8.75,92.25,27.4
8.75,92.75,27.49
8.75,93.25,27.55
8.75,93.75,27.65
8.75,94.25,27.97
8.75,94.75,28.24
8.75,95.25,28.36
8.75,95.75,28.37
8.75,96.25,28.46
8.75,96.75,28.57
8.75,97.25,28.75
8.75,97.75,28.33
8.75,98.25,27.19
8.75,98.75,25.75
8.75,99.25,27.28
8.75,99.75,28.23
9.25,90.25,27.68
9.25,90.75,27.54
9.25,91.25,27.46
9.25,91.75,27.33
9.25,92.25,27.29
9.25,92.75,27.33
9.25,93.25,27.4
9.25,93.75,27.46
9.25,94.25,27.56
9.25,94.75,27.91
9.25,95.25,28.2
9.25,95.75,28.34
9.25,96.25,28.49
9.25,96.75,28.66
9.25,97.25,28.8
9.25,97.75,28.51
9.25,98.25,27.53
9.25,98.75,25.73
9.25,99.25,28.12
9.25,99.75,29.06
9.75,90.25,27.84
9.75,90.75,27.7
9.75,91.25,27.67
9.75,91.75,27.45
9.75,92.25,27.36
9.75,92.75,27.37
9.75,93.25,27.41
9.75,93.75,27.4
9.75,94.25,27.29
9.75,94.75,27.63
9.75,95.25,28.02
9.75,95.75,28.29
9.75,96.25,28.5
9.75,96.75,28.71
9.75,97.25,28.83
9.75,97.75,28.75
9.75,98.25,28.09
9.75,98.75,26.26
9.75,99.25,28.82
9.75,99.75,29.57
0.25,100.25,23.57
0.25,100.75,24.49
0.25,101.25,25.81
0.25,101.75,25.89
0.25,102.25,25.92
0.25,102.75,26.24
0.25,103.25,26.95
0.25,103.75,27.9
0.25,104.25,28.09
0.25,104.75,28.15
0.25,105.25,28.11
0.25,105.75,28.03
0.25,106.25,28.03
0.25,106.75,28.0
0.25,107.25,27.95
0.25,107.75,27.94
0.25,108.25,27.92
0.25,108.75,27.77
0.25,109.25,26.85
0.25,109.75,26.56
0.75,100.25,23.92
0.75,100.75,25.31
0.75,101.25,26.05
0.75,101.75,26.05
0.75,102.25,26.29
0.75,102.75,26.84
0.75,103.25,27.55
0.75,103.75,28.09
0.75,104.25,28.24
0.75,104.75,28.27
0.75,105.25,28.18
0.75,105.75,28.05
0.75,106.25,28.01
0.75,106.75,27.99
0.75,107.25,27.94
0.75,107.75,27.92
0.75,108.25,27.87
0.75,108.75,27.62
0.75,109.25,26.76
0.75,109.75,26.24
1.25,100.25,24.82
1.25,100.75,25.72
1.25,101.25,26.25
1.25,101.75,26.64
1.25,102.25,27.16
1.25,102.75,27.67
1.25,103.25,27.97
1.25,103.75,27.92
1.25,104.25,28.25
1.25,104.75,28.29
1.25,105.25,28.15
1.25,105.75,28.0
1.25,106.25,28.0
1.25,106.75,27.99
1.25,107.25,27.94
1.25,107.75,27.9
1.25,108.25,27.83
1.25,108.75,27.62
1.25,109.25,26.98
1.25,109.75,26.52
1.75,100.25,25.68
1.75,100.75,26.47
1.75,101.25,27.03
1.75,101.75,27.5
1.75,102.25,27.84
1.75,102.75,27.86
1.75,103.25,27.66
1.75,103.75,27.6
1.75,104.25,28.26
1.75,104.75,28.19
1.75,105.25,27.96
1.75,105.75,27.87
1.75,106.25,27.98
1.75,106.75,27.99
1.75,107.25,27.95
1.75,107.75,27.88
1.75,108.25,27.79
1.75,108.75,27.7
1.75,109.25,27.39
1.75,109.75,27.29
2.25,100.25,26.89
2.25,100.75,27.91
2.25,101.25,28.21
2.25,101.75,27.86
2.25,102.25,27.58
2.25,102.75,27.4
2.25,103.25,27.43
2.25,103.75,27.83
2.25,104.25,28.24
2.25,104.75,28.02
2.25,105.25,27.78
2.25,105.75,27.78
2.25,106.25,27.98
2.25,106.75,28.04
2.25,107.25,28.01
2.25,107.75,27.9
2.25,108.25,27.78
2.25,108.75,27.78
2.25,109.25,27.75
2.25,109.75,27.78
2.75,100.25,28.02
2.75,100.75,28.82
2.75,101.25,28.55
2.75,101.75,27.03
2.75,102.25,26.9
2.75,102.75,27.34
2.75,103.25,27.84
2.75,103.75,28.18
2.75,104.25,28.14
2.75,104.75,27.91
2.75,105.25,27.75
2.75,105.75,27.79
2.75,106.25,28.03
2.75,106.75,28.12
2.75,107.25,28.07
2.75,107.75,27.95
2.75,108.25,27.87
2.75,108.75,27.9
2.75,109.25,27.86
2.75,109.75,27.81
3.25,100.25,28.65
3.25,100.75,28.74
3.25,101.25,27.85
3.25,101.75,25.98
3.25,102.25,26.62
3.25,102.75,27.57
3.25,103.25,27.94
3.25,103.75,28.16
3.25,104.25,28.08
3.25,104.75,27.93
3.25,105.25,27.8
3.25,105.75,27.77
3.25,106.25,27.92
3.25,106.75,28.01
3.25,107.25,27.96
3.25,107.75,28.0
3.25,108.25,28.11
3.25,108.75,28.09
3.25,109.25,27.86
3.25,109.75,27.74
3.75,100.25,28.82
3.75,100.75,28.21
3.75,101.25,26.62
3.75,101.75,25.89
3.75,102.25,26.71
3.75,102.75,27.37
3.75,103.25,27.52
3.75,103.75,28.22
3.75,104.25,28.15
3.75,104.75,27.99
3.75,105.25,27.84
3.75,105.75,27.76
3.75,106.25,27.74
3.75,106.75,27.74
3.75,107.25,27.69
3.75,107.75,27.9
3.75,108.25,28.22
3.75,108.75,28.09
3.75,109.25,27.78
3.75,109.75,27.67
4.25,100.25,28.68
4.25,100.75,27.61
4.25,101.25,25.25
4.25,101.75,26.43
4.25,102.25,26.69
4.25,102.75,26.79
4.25,103.25,27.27
4.25,103.75,28.44
4.25,104.25,28.19
4.25,104.75,27.99
4.25,105.25,27.86
4.25,105.75,27.77
4.25,106.25,27.63
4.25,106.75,27.5
4.25,107.25,27.43
4.25,107.75,27.58
4.25,108.25,27.82
4.25,108.75,27.73
4.25,109.25,27.62
4.25,109.75,27.64
4.75,100.25,28.56
4.75,100.75,27.18
4.75,101.25,24.64
4.75,101.75,26.15
4.75,102.25,26.3
4.75,102.75,26.65
4.75,103.25,27.59
4.75,103.75,28.43
4.75,104.25,28.09
4.75,104.75,27.88
4.75,105.25,27.75
4.75,105.75,27.62
4.75,106.25,27.44
4.75,106.75,27.29
